//Arsinoé

//Morts-Vivants

3896,Larve de Kargah,Larve de Kargah,Larve de Kargah,26,28000,3000,0,0,2,6000,2000,99,50,70,150,0,0,150,0,10,12,1,0,65,149,120,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,Grande Larve,Grande Larve,Grande Larve,180,8000000,3000,0,0,2,42000,20000,90,40,180,180,0,0,150,0,10,12,2,0,65,149,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,Protecteur,Protecteur,Protecteur,160,1850000,3000,0,0,2,55000,20000,40,50,220,100,0,90,60,20,10,12,2,8,64,149,100,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,Djoser,Djoser,Djoser,190,2850000,3000,0,0,2,55000,20000,20,90,150,150,150,70,99,53,10,12,1,7,69,181,130,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Entrainement des Mages

3900,Eporing1,Eporing1,Eporing1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,Eporing2,Eporing2,Eporing2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,Eporing3,Eporing3,Eporing3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,Eporing4,Eporing4,Eporing4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,Eporing5,Eporing5,Eporing5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,Eporing6,Eporing6,Eporing6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,Eporing7,Eporing7,Eporing7,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,Eporing8,Eporing8,Eporing8,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,3,60,0,100,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Marathon

3908,Poring Bomb,Poring Bomb,Poring Bomb,1,999999,0,0,0,2,0,0,0,0,1,1,1,1,1,1,10,12,0,2,64,133,130,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Néraka

3909,Nelson,Nelson,Nelson,120,3500458,5400,0,0,2,25000,12000,45,30,56,200,6,30,120,60,10,12,1,7,63,2181,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,Fauve,Fauve,Fauve,90,150000,5400,0,0,2,17000,8000,30,99,99,95,25,1,80,60,10,12,0,2,62,133,100,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,Archer Griffor,Archer Griffor,Archer Griffor,67,36000,5400,0,0,8,4200,1200,20,50,15,50,20,50,90,30,10,12,1,7,60,133,150,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,Soldat Griffor,Soldat Griffor,Soldat Griffor,70,51000,500,0,0,2,8000,3000,60,20,90,30,50,20,50,15,10,12,1,7,60,133,150,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,Esclavagiste,Esclavagiste,Esclavagiste,99,82000,1500,0,0,2,12000,4500,55,20,99,60,50,20,80,30,10,12,1,7,64,133,120,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,Hareishan,Hareishan,Hareishan,150,2500000,5400,0,0,2,32000,18000,82,52,150,60,95,42,100,40,10,12,2,9,64,165,120,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,Natasha,Natasha,Natasha,135,1205000,10400,0,0,2,4000,1000,50,99,20,60,20,150,100,60,10,12,1,8,66,165,150,690,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,Davaeorn,Davaeorn,Davaeorn,180,3650000,5400,0,0,2,12000,6000,60,99,50,70,40,200,140,30,10,12,1,2,62,165,130,460,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,Golem Magique,Golem Magique,Golem Magique,70,70200,400,0,0,2,8500,4000,20,50,85,35,80,1,30,1,10,12,0,7,64,165,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,Colonel Kadafik,Colonel Kadafik,Colonel Kadafik,165,2600000,6000,0,0,2,19500,6200,53,36,120,60,56,30,95,80,10,12,1,7,85,165,126,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,Comte de Nemours,Comte de Nemours,Comte de Nemours,165,4200000,6000,0,0,2,6500,2200,40,80,50,20,20,200,160,40,10,12,1,7,67,165,140,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


//Forteresse Gnoll

3920,Chasseur Gnoll,Chasseur Gnoll,Chasseur Gnoll,72,43000,6000,0,0,2,3500,4200,54,5,20,99,10,1,82,1,10,12,2,7,67,165,140,490,2040,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,Gnoll,Gnoll,Gnoll,86,58000,6000,0,0,2,5000,1000,60,20,85,30,50,15,54,2,10,12,2,7,67,165,120,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,Rob,Rob,Rob,125,560000,6000,0,0,2,15000,5200,80,30,130,40,40,10,60,50,10,12,2,7,67,165,150,250,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,Roy,Roy,Roy,140,385000,6000,0,0,1,5000,8200,20,90,10,50,20,140,120,60,10,12,2,7,60,133,130,650,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,Mc Kenzaie,Mc Kenzaie,Mc Kenzaie,180,2620000,12000,0,0,1,18000,4200,53,70,150,90,11,35,120,1,10,12,2,7,60,133,120,320,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

3925,Warika,Warika,Warika,120,950000,5400,0,0,2,26000,10000,30,30,99,95,29,20,120,4,10,12,1,6,63,2229,120,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,Chikai,Chikai,Chikai,136,452352,2400,0,0,2,99000,120,1,1,250,70,1,1,220,1,10,12,2,4,60,181,100,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,Palacus,Palacus,Palacus,142,1203000,5400,0,0,2,22000,9200,64,5,99,95,85,120,90,20,10,12,0,2,62,165,130,480,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,ChowChow,ChowChow,ChowChow,115,950000,5400,0,0,2,12000,4000,55,42,110,150,20,15,20,32,10,12,1,2,62,165,140,520,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,Atila,Atila,Atila,200,150000,5400,0,0,2,17000,8000,30,50,53,80,35,60,150,23,10,12,1,2,62,165,123,420,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,Sloth,Sloth,Sloth,160,2300000,5400,0,0,2,28000,12000,30,30,140,63,150,20,80,20,10,12,1,2,62,133,140,470,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,Apocalyptica,Apocalyptica,Apocalyptica,142,2500200,5400,0,0,2,20000,4000,50,70,120,60,99,60,150,1,10,12,1,2,62,133,130,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,Tamruan,Tamruan,Tamruan,90,150000,5400,0,0,2,17000,8000,30,99,99,95,25,1,80,60,10,12,0,2,69,3509,100,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,Ataka,Ataka,Ataka,145,1400200,5400,0,0,2,12000,6000,54,30,105,120,56,20,100,40,10,12,1,2,62,165,180,520,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,Yomiel,Yomiel,Yomiel,75,80520,5400,0,0,2,6000,1400,30,20,80,65,49,30,20,60,10,12,1,2,62,165,140,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,Ziquiel,Ziquiel,Ziquiel,63,58600,5400,0,0,2,5200,2200,50,15,120,52,86,50,99,20,10,12,2,2,62,133,150,530,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,Shemhazai,Shemhazai,Shemhazai,85,39000,5400,0,0,2,6000,1000,25,10,99,95,60,50,80,60,10,12,1,2,62,133,140,510,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,Matariel,Matariel,Matariel,90,150000,5400,0,0,2,17000,8000,30,99,99,95,25,1,80,60,10,12,0,4,64,133,100,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,Fenris,Fenris,Fenris,300,8000500,5400,0,0,2,36000,14000,60,80,200,175,59,70,90,90,10,12,1,2,62,165,100,320,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,Fenris2,Fenris2,Fenris2,200,5700000,5400,0,0,2,25000,8000,70,70,99,200,1,99,200,99,10,12,2,2,62,165,120,390,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,Stele,Stele,Stele,1,500,5400,0,0,2,0,0,70,70,1,1,1,1,1,1,10,12,2,3,60,68,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

